"ATP","Date","Round","Winner","Loser","WRank","LRank","WPts","LPts","Wsets","Lsets","B365W","B365L","PSW","PSL","MaxW","MaxL","AvgW","AvgL","SetsTotales","PromDif"
33,"29/05/18","1st Round","Nadal R.","Bolelli S.",1,129,8770,430,3,0,1.005,29,1.01,32.24,1.02,29,1.02,25,3,2
33,"29/05/18","1st Round","Zopp J.","Sock J.",136,14,418,2110,3,2,4,1.25,4.85,1.22,4.85,1.25,4.52,1.21,5,2.2
33,"29/05/18","1st Round","Ymer E.","Sela D.",122,104,453,572,3,0,1.14,5.5,1.17,6.02,1.18,6.15,1.15,5.47,3,3
33,"29/05/18","1st Round","Zverev M.","Mayer F.",64,90,870,671,3,0,1.44,2.75,1.4,3.22,1.45,3.22,1.4,3.01,3,3.33333333333333
33,"29/05/18","1st Round","Del Potro J.M.","Mahut N.",6,116,4450,465,3,1,1.12,6,1.13,7.31,1.14,7.51,1.11,6.53,4,4
33,"29/05/18","1st Round","Stakhovsky S.","Lopez F.",127,33,433,1375,3,0,3.75,1.28,4.32,1.26,4.32,1.3,3.97,1.25,3,3.33333333333333
33,"30/05/18","1st Round","Benneteau J.","Mayer L.",62,42,882,1186,3,1,3.75,1.28,4.22,1.27,4.22,1.3,3.9,1.25,4,3
33,"30/05/18","1st Round","Herbert P.H.","Polansky P.",87,124,680,449,3,1,1.3,3.5,1.29,4.05,1.3,4.08,1.27,3.79,4,3.25
33,"30/05/18","1st Round","Chardy J.","Berdych T.",86,20,680,1750,3,2,2.62,1.5,2.75,1.51,2.75,1.56,2.58,1.51,5,2.6
33,"30/05/18","2nd Round","Carreno Busta P.","Delbonis F.",11,69,2415,835,3,1,1.4,3,1.5,2.8,1.5,3.07,1.42,2.86,4,1.75
33,"30/05/18","2nd Round","Cecchinato M.","Trungelliti M.",72,190,806,313,3,0,1.53,2.5,1.56,2.6,1.57,2.66,1.52,2.54,3,3.66666666666667
33,"30/05/18","2nd Round","Dzumhur D.","Albot R.",29,97,1415,634,3,2,1.28,3.75,1.29,4.05,1.33,4.05,1.29,3.68,5,3
33,"30/05/18","2nd Round","Bautista Agut R.","Giraldo S.",13,315,2120,159,3,0,1.16,5,1.21,5,1.21,5.6,1.18,4.83,3,2.33333333333333
33,"30/05/18","2nd Round","Djokovic N.","Munar J.",22,155,1665,356,3,0,1.07,9,1.05,13.44,1.07,13.5,1.05,10.88,3,1.66666666666667
33,"30/05/18","2nd Round","Verdasco F.","Andreozzi G.",35,108,1280,506,3,0,1.8,2,1.85,2.07,1.91,2.11,1.8,2.02,3,3.66666666666667
33,"30/05/18","2nd Round","Dimitrov G.","Donaldson J.",5,57,4870,910,3,2,1.14,5.5,1.15,6.35,1.17,6.38,1.14,5.71,5,1.8
33,"30/05/18","2nd Round","Zverev A.","Lajovic D.",3,60,5615,894,3,2,1.08,9,1.09,9.35,1.11,9.5,1.08,8.19,5,3.4
33,"30/05/18","2nd Round","Nishikori K.","Paire B.",21,51,1710,1020,3,2,1.22,4.33,1.24,4.55,1.28,4.73,1.23,4.28,5,3.2
33,"30/05/18","2nd Round","Berrettini M.","Gulbis E.",96,160,639,342,3,1,2.1,1.72,2.07,1.85,2.2,1.85,2.1,1.74,4,3
33,"30/05/18","2nd Round","Goffin D.","Moutet C.",9,141,3020,398,3,0,1.1,8,1.08,9.87,1.1,9.9,1.07,8.68,3,4.33333333333333
33,"30/05/18","2nd Round","Simon G.","Querrey S.",65,15,870,2095,3,1,1.8,2,1.85,2.07,1.85,2.1,1.8,2.02,4,3.25
33,"30/05/18","2nd Round","Khachanov K.","Garcia-Lopez G.",38,67,1220,850,3,1,1.53,2.5,1.46,2.94,1.53,2.94,1.47,2.69,4,2.25
33,"30/05/18","2nd Round","Monfils G.","Klizan M.",37,117,1220,463,3,0,1.66,2.2,1.72,2.25,1.76,2.28,1.68,2.2,3,2.66666666666667
33,"31/05/18","2nd Round","Zopp J.","Bemelmans R.",136,110,418,490,3,2,1.72,2.1,1.74,2.22,1.76,2.38,1.69,2.18,5,2.2
33,"31/05/18","2nd Round","Cilic M.","Hurkacz H.",4,188,4950,315,3,1,1.07,10,1.06,12.52,1.09,13,1.06,9.81,4,2.75
33,"31/05/18","2nd Round","Marterer M.","Shapovalov D.",70,25,831,1573,3,1,3.4,1.33,3.44,1.36,3.58,1.37,3.31,1.34,4,1.75
33,"31/05/18","2nd Round","Johnson S.","Struff J.L.",46,71,1110,830,3,1,1.66,2.2,1.71,2.27,1.71,2.31,1.66,2.22,4,2.75
33,"31/05/18","2nd Round","Fognini F.","Ymer E.",18,122,1940,453,3,0,1.16,5,1.2,5.24,1.22,5.24,1.19,4.77,3,3.66666666666667
33,"31/05/18","2nd Round","Gasquet R.","Jaziri M.",32,63,1395,872,3,1,1.2,4.5,1.15,6.35,1.2,6.35,1.15,5.55,4,4
33,"31/05/18","2nd Round","Edmund K.","Fucsovics M.",17,45,1950,1122,3,1,1.33,3.4,1.32,3.74,1.36,3.74,1.32,3.4,4,4.5
33,"31/05/18","2nd Round","Zverev M.","Stakhovsky S.",64,127,870,433,3,1,1.5,2.62,1.52,2.73,1.57,2.79,1.5,2.6,4,2.5
33,"31/05/18","2nd Round","Thiem D.","Tsitsipas S.",8,39,3355,1212,3,1,1.25,4,1.24,4.65,1.25,4.7,1.22,4.34,4,3
33,"31/05/18","2nd Round","Anderson K.","Cuevas P.",7,75,3635,755,3,1,1.66,2.2,1.72,2.25,1.74,2.28,1.69,2.18,4,2.25
33,"31/05/18","2nd Round","Pouille L.","Norrie C.",16,85,2030,682,3,1,1.22,4.33,1.21,5.12,1.25,5.12,1.2,4.57,4,2.25
33,"31/05/18","2nd Round","Coric B.","Fabbiano T.",40,115,1200,466,3,1,1.07,10,1.07,11.52,1.1,11.52,1.07,9.09,4,4
33,"31/05/18","2nd Round","Ramos-Vinolas A.","Ruud C.",36,157,1260,350,3,0,1.44,2.75,1.51,2.75,1.51,2.94,1.46,2.73,3,2.66666666666667
33,"31/05/18","2nd Round","Nadal R.","Pella G.",1,78,8770,728,3,0,1.01,21,1.02,24.52,1.02,27.25,1.01,18.75,3,4.66666666666667
33,"31/05/18","2nd Round","Isner J.","Zeballos H.",10,103,2980,590,3,1,1.2,4.5,1.24,4.55,1.25,4.87,1.21,4.43,4,1.75
33,"31/05/18","2nd Round","Herbert P.H.","Chardy J.",87,86,680,680,3,2,2.62,1.5,2.86,1.48,2.9,1.5,2.75,1.45,5,3.2
33,"31/05/18","2nd Round","Del Potro J.M.","Benneteau J.",6,62,4450,882,3,0,1.11,7,1.13,7.06,1.14,7.77,1.11,6.74,3,3
33,"31/05/18","2nd Round","Schwartzman D.","Pavlasek A.",12,185,2165,317,3,0,1.16,5,1.16,6.16,1.18,6.7,1.15,5.54,3,4.33333333333333
33,"01/06/18","3rd Round","Zverev A.","Dzumhur D.",3,29,5615,1415,3,2,1.06,11,1.06,12.75,1.08,12.75,1.05,10.36,5,2.4
33,"01/06/18","3rd Round","Verdasco F.","Dimitrov G.",35,5,1280,4870,3,0,2.2,1.66,2.42,1.65,2.42,1.73,2.28,1.64,3,2.33333333333333
33,"01/06/18","3rd Round","Djokovic N.","Bautista Agut R.",22,13,1665,2120,3,1,1.16,5,1.2,5.37,1.24,5.37,1.19,4.81,4,2
33,"01/06/18","3rd Round","Nishikori K.","Simon G.",21,65,1710,870,3,0,1.22,4.33,1.24,4.72,1.28,4.72,1.23,4.17,3,3.66666666666667
33,"01/06/18","3rd Round","Cecchinato M.","Carreno Busta P.",72,11,806,2415,3,1,3.75,1.28,4,1.3,4.05,1.31,3.73,1.28,4,3.25
33,"01/06/18","3rd Round","Thiem D.","Berrettini M.",8,96,3355,639,3,1,1.05,12,1.06,12.75,1.07,14,1.05,10.75,4,2.75
33,"02/06/18","3rd Round","Fognini F.","Edmund K.",18,17,1940,1950,3,2,2,1.8,2.12,1.83,2.12,1.91,2.01,1.81,5,2.4
33,"02/06/18","3rd Round","Marterer M.","Zopp J.",70,136,831,418,3,0,1.25,4,1.25,4.55,1.27,4.65,1.23,4.21,3,3.66666666666667
33,"02/06/18","3rd Round","Khachanov K.","Pouille L.",38,16,1220,2030,3,0,2.2,1.66,2.31,1.7,2.31,1.77,2.16,1.69,3,2.66666666666667
33,"02/06/18","3rd Round","Anderson K.","Zverev M.",7,64,3635,870,3,1,1.12,6,1.14,7.1,1.15,7.2,1.12,6.33,4,2.5
33,"02/06/18","3rd Round","Schwartzman D.","Coric B.",12,40,2165,1200,3,0,2.3,1.61,2.39,1.66,2.4,1.71,2.28,1.64,3,2.66666666666667
33,"02/06/18","3rd Round","Nadal R.","Gasquet R.",1,32,8770,1395,3,0,1.02,19,1.03,19.78,1.04,20.5,1.02,16.14,3,3.66666666666667
33,"02/06/18","3rd Round","Goffin D.","Monfils G.",9,37,3020,1220,3,2,1.36,3.2,1.36,3.55,1.38,3.55,1.34,3.3,5,2.2
33,"02/06/18","3rd Round","Cilic M.","Johnson S.",4,46,4950,1110,3,0,1.2,4.5,1.21,5.14,1.24,5.14,1.19,4.72,3,3
33,"02/06/18","3rd Round","Del Potro J.M.","Ramos-Vinolas A.",6,36,4450,1260,3,0,1.22,4.33,1.23,4.88,1.27,4.88,1.23,4.28,3,3
33,"02/06/18","3rd Round","Isner J.","Herbert P.H.",10,87,2980,680,3,0,1.3,3.5,1.34,3.62,1.37,3.64,1.33,3.39,3,1.33333333333333
33,"03/06/18","4th Round","Zverev A.","Khachanov K.",3,38,5615,1220,3,2,1.33,3.4,1.32,3.8,1.38,3.8,1.32,3.44,5,2.6
33,"03/06/18","4th Round","Thiem D.","Nishikori K.",8,21,3355,1710,3,1,1.61,2.3,1.69,2.34,1.72,2.35,1.66,2.26,4,3.5
33,"03/06/18","4th Round","Djokovic N.","Verdasco F.",22,35,1665,1280,3,0,1.22,4.33,1.25,4.6,1.26,4.8,1.23,4.26,3,3
33,"03/06/18","4th Round","Cecchinato M.","Goffin D.",72,9,806,3020,3,1,5,1.16,5.7,1.18,5.9,1.2,5.18,1.17,4,3.25
33,"04/06/18","4th Round","Schwartzman D.","Anderson K.",12,7,2165,3635,3,2,1.66,2.2,1.79,2.17,1.83,2.33,1.7,2.17,5,3.2
33,"04/06/18","4th Round","Nadal R.","Marterer M.",1,70,8770,831,3,0,1.005,34,1.01,33.9,1.02,52.25,1.01,25.41,3,2.66666666666667
33,"04/06/18","4th Round","Cilic M.","Fognini F.",4,18,4950,1940,3,2,1.44,2.75,1.43,3.14,1.47,3.2,1.42,2.92,5,2.8
33,"04/06/18","4th Round","Del Potro J.M.","Isner J.",6,10,4450,2980,3,0,1.4,3,1.41,3.22,1.46,3.22,1.42,2.92,3,2
33,"05/06/18","Quarterfinals","Thiem D.","Zverev A.",8,3,3355,5615,3,0,1.57,2.37,1.63,2.46,1.65,2.64,1.58,2.42,3,3.66666666666667
33,"05/06/18","Quarterfinals","Cecchinato M.","Djokovic N.",72,22,806,1665,3,1,9,1.08,10.36,1.08,10.5,1.11,8.6,1.08,4,2.5
33,"07/06/18","Quarterfinals","Del Potro J.M.","Cilic M.",6,4,4450,4950,3,1,1.5,2.62,1.54,2.7,1.55,2.75,1.5,1.65,4,2
33,"07/06/18","Quarterfinals","Nadal R.","Schwartzman D.",1,12,8770,2165,3,1,1.02,19,1.05,15.85,1.05,19.5,1.03,15.03,4,3.25
33,"08/06/18","Semifinals","Thiem D.","Cecchinato M.",8,72,3355,806,3,0,1.12,6,1.14,7.35,1.15,7.5,1.13,6.38,3,2.66666666666667
33,"08/06/18","Semifinals","Nadal R.","Del Potro J.M.",1,6,8770,4450,3,0,1.12,6,1.14,7.07,1.17,7.07,1.13,6.18,3,3.66666666666667
33,"10/06/18","The Final","Nadal R.","Thiem D.",1,8,8770,3355,3,0,1.22,4.33,1.24,4.75,1.33,4.95,1.23,4.42,3,3
32,"26/05/2019","1st Round","Cilic M.","Fabbiano T.",13,96,2710,592,3,0,1.08,8,1.08,10.62,1.11,10.62,1.08,8.01,3,3.33333333333333
32,"26/05/2019","1st Round","Popyrin A.","Humbert U.",109,61,520,827,3,1,2,1.8,2.12,1.81,2.18,1.85,2.04,1.78,4,2.5
32,"26/05/2019","1st Round","Ruud C.","Gulbis E.",63,79,810,687,3,0,1.28,3.75,1.28,4.15,1.31,4.15,1.27,3.81,3,3.66666666666667
32,"26/05/2019","1st Round","Berrettini M.","Andujar P.",31,93,1320,602,3,1,1.2,4.5,1.19,5.42,1.22,5.42,1.18,4.81,4,2.25
32,"26/05/2019","1st Round","Dimitrov G.","Tipsarevic J.",46,303,997,115,3,2,1.16,5,1.2,5.21,1.2,5.5,1.18,5,5,3
32,"26/05/2019","1st Round","Tsitsipas S.","Marterer M.",6,116,4080,493,3,0,1.03,15,1.03,17.6,1.04,21,1.03,14.56,3,3
32,"26/05/2019","1st Round","Otte O.","Jaziri M.",144,92,391,602,3,1,1.8,2,1.79,2.15,1.82,2.15,1.77,2.05,4,4
32,"26/05/2019","1st Round","Nishikori K.","Halys Q.",7,151,3860,376,3,0,1.14,5.5,1.15,6.48,1.18,6.48,1.15,5.57,3,3
32,"26/05/2019","1st Round","Mahut N.","Cecchinato M.",252,19,182,1840,3,2,8,1.08,8.18,1.11,9.3,1.13,7.62,1.09,5,2.6
32,"26/05/2019","1st Round","Federer R.","Sonego L.",3,74,5950,732,3,0,1.11,6.5,1.11,8.01,1.15,8.01,1.11,6.69,3,2.66666666666667
32,"26/05/2019","1st Round","Dellien H.","Gunneswaran P.",86,88,651,629,3,0,1.2,4.5,1.24,4.62,1.24,4.85,1.21,4.45,3,4.33333333333333
32,"26/05/2019","1st Round","Schwartzman D.","Fucsovics M.",20,50,1755,965,3,2,1.28,3.75,1.38,3.36,1.38,3.76,1.32,3.41,5,3
32,"26/05/2019","1st Round","Djere L.","Ramos-Vinolas A.",32,87,1314,640,3,0,1.72,2.1,1.77,2.18,1.78,2.18,1.74,2.11,3,2.66666666666667
32,"26/05/2019","1st Round","Kohlschreiber P.","Haase R.",54,67,895,781,3,1,1.22,4.33,1.25,4.42,1.26,4.42,1.24,4.1,4,2.5
32,"26/05/2019","1st Round","Mayer L.","Vesely J.",68,105,770,546,3,0,1.66,2.2,1.66,2.37,1.7,2.47,1.63,2.29,3,3.33333333333333
32,"26/05/2019","1st Round","Goffin D.","Berankis R.",29,73,1325,734,3,0,1.08,8,1.07,10.68,1.1,10.68,1.07,8.58,3,4.66666666666667
32,"27/05/2019","1st Round","Londero J.I.","Basilashvili N.",78,16,695,1970,3,0,2.5,1.53,2.6,1.56,2.78,1.6,2.58,1.51,3,3.33333333333333
32,"27/05/2019","1st Round","Kecmanovic M.","Kudla D.",85,81,656,675,3,2,1.5,2.62,1.45,2.97,1.52,2.97,1.47,2.71,5,2.8
32,"27/05/2019","1st Round","Carreno Busta P.","Sousa J.",57,70,860,750,3,0,1.8,2,1.8,2.13,1.91,2.17,1.83,1.98,3,4
32,"27/05/2019","1st Round","De Minaur A.","Klahn B.",25,89,1410,618,3,0,1.2,4.5,1.17,5.85,1.22,5.85,1.17,5.05,3,3
32,"27/05/2019","1st Round","Herbert P.H.","Medvedev D.",43,14,1053,2625,3,2,3.4,1.33,3.56,1.34,3.56,1.36,3.35,1.33,5,2.6
32,"27/05/2019","1st Round","Krajinovic F.","Tiafoe F.",60,34,838,1230,3,2,1.44,2.75,1.42,3.13,1.5,3.14,1.43,2.82,5,3.6
32,"27/05/2019","1st Round","Moutet C.","Vatutin A.",110,212,515,234,3,0,1.44,2.75,1.52,2.74,1.57,2.88,1.5,2.61,3,1.66666666666667
32,"27/05/2019","1st Round","Maden Y.","Coppejans K.",114,178,504,286,3,0,1.44,2.75,1.46,2.94,1.5,2.94,1.45,2.76,3,2
32,"27/05/2019","1st Round","Garin C.","Opelka R.",37,59,1201,853,3,0,1.4,3,1.38,3.33,1.42,3.35,1.38,3.06,3,1.33333333333333
32,"27/05/2019","1st Round","Gasquet R.","Zverev M.",39,102,1125,570,3,0,1.11,6.5,1.15,6.55,1.16,7.5,1.12,6.3,3,2.66666666666667
32,"27/05/2019","1st Round","Carballes Baena R.","Muller A.",76,304,707,111,3,0,1.2,4.5,1.18,5.68,1.22,5.68,1.18,4.96,3,2.66666666666667
32,"27/05/2019","1st Round","Nadal R.","Hanfmann Y.",2,180,7945,284,3,0,1.005,29,1.005,35.08,1.02,40,1.01,24.63,3,4
32,"27/05/2019","1st Round","Coric B.","Bedene A.",15,95,2525,595,3,1,1.2,4.5,1.18,5.61,1.22,5.65,1.18,4.98,4,2.5
32,"27/05/2019","1st Round","Pella G.","Andreozzi G.",23,101,1460,572,3,1,1.2,4.5,1.26,4.34,1.26,5,1.22,4.34,4,3.25
32,"27/05/2019","1st Round","Laaksonen H.","Martinez P.",104,134,548,418,3,0,1.9,1.9,1.95,1.95,1.98,2.03,1.89,1.93,3,4
32,"27/05/2019","1st Round","Wawrinka S.","Kovalik J.",28,132,1365,420,3,1,1.11,6.5,1.1,8.72,1.14,8.72,1.1,7.14,4,3.25
32,"27/05/2019","1st Round","Simon G.","Stakhovsky S.",33,111,1235,512,3,0,1.12,6,1.14,6.87,1.15,6.87,1.14,5.91,3,2.66666666666667
32,"27/05/2019","1st Round","Tsonga J.W.","Gojowczyk P.",82,121,670,465,3,1,1.22,4.33,1.22,4.89,1.23,5,1.2,4.6,4,2.75
32,"27/05/2019","1st Round","Caruso S.","Munar J.",147,53,388,900,3,1,3.75,1.28,4.21,1.27,4.21,1.31,3.86,1.26,4,2.5
32,"27/05/2019","1st Round","Djokovic N.","Hurkacz H.",1,44,12355,1040,3,0,1.03,15,1.04,16.35,1.05,17,1.03,13.12,3,3.33333333333333
32,"27/05/2019","1st Round","Harris L.","Rosol L.",90,149,617,385,3,2,1.57,2.37,1.63,2.45,1.64,2.49,1.6,2.35,5,4
32,"27/05/2019","1st Round","Paire B.","Copil M.",38,83,1168,667,3,1,1.14,5.5,1.21,5.12,1.21,5.6,1.18,4.97,4,3.5
32,"27/05/2019","1st Round","Albot R.","Sandgren T.",40,100,1101,574,3,1,1.33,3.4,1.33,3.66,1.36,3.79,1.33,3.36,4,2.5
32,"27/05/2019","1st Round","Bublik A.","Molleker R.",91,173,616,292,3,1,3.2,1.36,3.28,1.39,3.5,1.4,3.18,1.35,4,2.25
32,"27/05/2019","1st Round","Cuevas P.","Janvier M.",47,190,983,269,3,0,1.16,5,1.17,5.86,1.18,5.86,1.17,5.19,3,2.66666666666667
32,"27/05/2019","1st Round","Struff J.L.","Shapovalov D.",45,24,1035,1425,3,0,1.57,2.37,1.53,2.71,1.58,2.71,1.52,2.54,3,2
32,"27/05/2019","1st Round","Thiem D.","Paul T.",4,131,4685,421,3,1,1.02,19,1.02,21.16,1.03,26.5,1.02,16.85,4,2.25
32,"28/05/2019","1st Round","Fognini F.","Seppi A.",12,71,2785,750,3,1,1.16,5,1.16,6.06,1.18,6.25,1.15,5.52,4,3.75
32,"28/05/2019","1st Round","Fritz T.","Tomic B.",42,84,1055,665,3,0,1.14,5.5,1.14,6.97,1.16,7.3,1.14,5.95,3,4
32,"28/05/2019","1st Round","Delbonis F.","Garcia-Lopez G.",75,136,731,416,3,1,1.3,3.5,1.34,3.63,1.34,3.7,1.31,3.48,4,3.75
32,"28/05/2019","1st Round","Del Potro J.M.","Jarry N.",9,58,3235,855,3,1,1.3,3.5,1.28,4.15,1.32,4.25,1.27,3.86,4,3.5
32,"28/05/2019","1st Round","Zverev A.","Millman J.",5,56,4360,875,3,2,1.11,6.5,1.13,7.01,1.15,7.3,1.12,6.38,5,2.4
32,"28/05/2019","1st Round","Nishioka Y.","Mcdonald M.",72,66,741,796,3,2,1.33,3.4,1.32,3.72,1.42,3.72,1.33,3.33,5,3.2
32,"28/05/2019","1st Round","Benchetrit E.","Norrie C.",273,49,151,975,3,0,2.3,1.61,2.24,1.73,2.35,1.73,2.25,1.65,3,4.33333333333333
32,"28/05/2019","1st Round","Ymer M.","Rola B.",148,183,386,278,3,0,1.61,2.3,1.69,2.3,1.7,2.35,1.65,2.24,3,3.33333333333333
32,"28/05/2019","1st Round","Lajovic D.","Monteiro T.",35,112,1226,509,3,0,1.44,2.75,1.55,2.64,1.55,2.8,1.48,2.66,3,2.33333333333333
32,"28/05/2019","1st Round","Edmund K.","Chardy J.",30,41,1325,1065,3,2,1.72,2.1,1.78,2.17,1.8,2.17,1.76,2.08,5,1.8
32,"28/05/2019","1st Round","Karlovic I.","Lopez F.",94,108,599,530,3,1,2.75,1.44,2.66,1.54,2.79,1.61,2.64,1.49,4,1.5
32,"28/05/2019","1st Round","Bautista Agut R.","Johnson S.",21,65,1690,805,3,0,1.22,4.33,1.19,5.38,1.23,5.38,1.19,4.68,3,3
32,"28/05/2019","1st Round","Thompson J.","Davidovich Fokina A.",69,133,757,418,3,0,2.75,1.44,2.76,1.51,2.88,1.51,2.72,1.46,3,2.66666666666667
32,"28/05/2019","1st Round","Klizan M.","Kukushkin M.",55,51,883,955,3,2,1.57,2.37,1.6,2.5,1.6,2.63,1.55,2.48,5,2.8
32,"28/05/2019","1st Round","Khachanov K.","Stebe C.M.",11,NA,2800,NA,3,0,1.04,13,1.05,13.87,1.06,15.25,1.04,12.38,3,4
32,"28/05/2019","1st Round","Pouille L.","Bolelli S.",26,187,1385,272,3,0,1.4,3,1.45,3,1.45,3.05,1.41,2.91,3,2.33333333333333
32,"28/05/2019","1st Round","Verdasco F.","Evans D.",27,80,1370,678,3,1,1.22,4.33,1.22,4.9,1.25,4.9,1.22,4.36,4,2.75
32,"28/05/2019","1st Round","Barrere G.","Ebden M.",127,64,438,806,3,1,1.25,4,1.27,4.24,1.36,4.33,1.25,3.99,4,3
32,"28/05/2019","1st Round","Hoang A.","Dzumhur D.",146,52,388,913,3,1,3.4,1.33,3.64,1.33,3.64,1.35,3.44,1.31,4,3
32,"28/05/2019","1st Round","Mannarino A.","Travaglia S.",48,119,976,483,3,2,2.5,1.53,2.93,1.47,2.93,1.55,2.62,1.5,5,3
32,"28/05/2019","1st Round","Monfils G.","Daniel T.",17,103,1965,569,3,0,1.12,6,1.12,7.68,1.15,7.68,1.12,6.47,3,4.33333333333333
32,"29/05/2019","2nd Round","Tsitsipas S.","Dellien H.",6,86,4080,651,3,1,1.1,7,1.08,10.03,1.11,10.2,1.08,8.41,4,3.25
32,"29/05/2019","2nd Round","Moutet C.","Pella G.",110,23,515,1460,3,1,3.75,1.28,4.34,1.26,4.5,1.29,3.94,1.25,4,3.5
32,"29/05/2019","2nd Round","Nadal R.","Maden Y.",2,114,7945,504,3,0,1.002,41,1.01,31.85,1.01,67,1.01,28.49,3,3.66666666666667
32,"29/05/2019","2nd Round","Goffin D.","Kecmanovic M.",29,85,1325,656,3,0,1.12,6,1.12,7.45,1.14,8.8,1.12,6.55,3,3
32,"29/05/2019","2nd Round","Nishikori K.","Tsonga J.W.",7,82,3860,670,3,1,1.33,3.4,1.39,3.27,1.4,3.6,1.35,3.23,4,2
32,"29/05/2019","2nd Round","Londero J.I.","Gasquet R.",78,39,695,1125,3,1,2,1.8,1.99,1.91,2.03,1.95,1.96,1.85,4,3
32,"29/05/2019","2nd Round","Djere L.","Popyrin A.",32,109,1314,520,3,0,1.22,4.33,1.27,4.22,1.27,4.4,1.24,4.12,3,1.66666666666667
32,"29/05/2019","2nd Round","Krajinovic F.","Carballes Baena R.",60,76,838,707,3,2,1.4,3,1.45,2.98,1.47,3,1.42,2.86,5,2
32,"29/05/2019","2nd Round","Mahut N.","Kohlschreiber P.",252,54,182,895,3,0,7,1.1,7.53,1.12,7.95,1.13,6.88,1.11,3,3
32,"29/05/2019","2nd Round","Ruud C.","Berrettini M.",63,31,810,1320,3,0,2.5,1.53,2.68,1.53,2.75,1.55,2.58,1.51,3,2.33333333333333
32,"29/05/2019","2nd Round","Dimitrov G.","Cilic M.",46,13,997,2710,3,2,2.5,1.53,2.55,1.58,2.7,1.58,2.51,1.53,5,1.8
32,"29/05/2019","2nd Round","Wawrinka S.","Garin C.",28,37,1365,1201,3,0,1.53,2.5,1.54,2.67,1.59,2.67,1.54,2.5,3,4.33333333333333
32,"29/05/2019","2nd Round","Federer R.","Otte O.",3,144,5950,391,3,0,1.02,19,1.01,26.81,1.03,26.81,1.02,17.43,3,2.33333333333333
32,"29/05/2019","2nd Round","Paire B.","Herbert P.H.",38,43,1168,1053,3,2,1.44,2.75,1.48,2.86,1.48,3.02,1.44,2.82,5,2.6
32,"29/05/2019","2nd Round","Carreno Busta P.","De Minaur A.",57,25,860,1410,3,0,1.4,3,1.48,2.88,1.48,3.25,1.41,2.94,3,4.33333333333333
32,"30/05/2019","2nd Round","Cuevas P.","Edmund K.",47,30,983,1325,2,0,1.61,2.3,1.6,2.5,1.74,2.5,1.65,2.26,2,2.5
32,"30/05/2019","2nd Round","Thiem D.","Bublik A.",4,91,4685,616,3,1,1.02,19,1.01,27.83,1.03,27.83,1.01,18.07,4,2.25
32,"30/05/2019","2nd Round","Caruso S.","Simon G.",147,33,388,1235,3,0,3.5,1.3,3.35,1.38,3.54,1.41,3.3,1.34,3,3.66666666666667
32,"30/05/2019","2nd Round","Mayer L.","Schwartzman D.",68,20,770,1755,3,1,3.5,1.3,3.69,1.33,3.69,1.34,3.46,1.31,4,2.25
32,"30/05/2019","2nd Round","Zverev A.","Ymer M.",5,148,4360,386,3,0,1.14,5.5,1.13,7.01,1.15,7.4,1.12,6.25,3,3
32,"30/05/2019","2nd Round","Djokovic N.","Laaksonen H.",1,104,12355,548,3,0,1.005,29,1.005,36.33,1.02,39,1.01,24.18,3,3.33333333333333
32,"30/05/2019","2nd Round","Hoang A.","Verdasco F.",146,27,388,1370,3,1,6,1.12,6.41,1.15,7,1.15,6,1.13,4,2
32,"30/05/2019","2nd Round","Lajovic D.","Benchetrit E.",35,273,1226,151,3,0,1.3,3.5,1.33,3.65,1.4,3.8,1.31,3.49,3,2.66666666666667
32,"30/05/2019","2nd Round","Struff J.L.","Albot R.",45,40,1035,1101,3,1,1.36,3.2,1.42,3.11,1.45,3.38,1.38,3.05,4,1.75
32,"30/05/2019","2nd Round","Thompson J.","Karlovic I.",69,94,757,599,3,1,1.53,2.5,1.49,2.84,1.57,2.84,1.49,2.63,4,2.25
32,"30/05/2019","2nd Round","Del Potro J.M.","Nishioka Y.",9,72,3235,741,3,2,1.08,8,1.09,9.52,1.1,11.25,1.08,8.44,5,2.6
32,"30/05/2019","2nd Round","Monfils G.","Mannarino A.",17,48,1965,976,3,0,1.1,7,1.1,8.43,1.14,8.55,1.1,7.34,3,2.33333333333333
32,"30/05/2019","2nd Round","Coric B.","Harris L.",15,90,2525,617,3,0,1.08,8,1.08,10.46,1.09,10.75,1.07,8.82,3,2.66666666666667
32,"30/05/2019","2nd Round","Bautista Agut R.","Fritz T.",21,42,1690,1055,3,0,1.44,2.75,1.49,2.84,1.49,2.95,1.45,2.78,3,3.66666666666667
32,"30/05/2019","2nd Round","Khachanov K.","Barrere G.",11,127,2800,438,3,1,1.1,7,1.14,6.87,1.14,8.1,1.11,6.69,4,3
32,"30/05/2019","2nd Round","Fognini F.","Delbonis F.",12,75,2785,731,3,1,1.44,2.75,1.48,2.87,1.48,2.92,1.45,2.76,4,2.75
32,"31/05/2019","2nd Round","Klizan M.","Pouille L.",55,26,883,1385,3,2,3,1.4,3.1,1.43,3.1,1.5,2.87,1.43,5,2.6
32,"31/05/2019","3rd Round","Nishikori K.","Djere L.",7,32,3860,1314,3,2,1.3,3.5,1.32,3.79,1.35,3.82,1.3,3.54,5,2
32,"31/05/2019","3rd Round","Paire B.","Carreno Busta P.",38,57,1168,860,2,1,2.3,1.61,2.27,1.71,2.51,1.71,2.3,1.63,3,2.33333333333333
